age_of_child,child_gender,reporter_role,sentiment_score,text_length,risk_word_count,hours_per_day_on_social_media,device_type,complaint_text,                                    risk_ratio,labeled_risk
15,Male,Father,-0.038888889,35,2,5,laptop,"As a parent, I have observed that chats with relatives and uses social media responsibly; average daily use around 5 hours per day. the child hides their screen time. and I feel intervention is needed.",0.055555556,Medium
18,Female,Mother,-0.088888889,39,1,2,smartphone,Lately I have noticed that my teacher reports that their 18-year-old son spends about 2 hours per day on social media and has stopped doing homework. recently their teacher informed me about this. which is impacting behavior and routine.,0.025,Low
16,Female,Guardian,-0.15,33,1,2,smartphone,I am concerned because open screen time and follows rules set by parents; daily average approximately 2 hours per day. this behavior started a few months ago. and I feel intervention is needed.,0.029411765,Low
14,Female,Father,-0.383333333,34,3,1,laptop,"As a parent, I have observed that he becomes very angry and cries for hours when we take the phone away; he's spending roughly 1 hours per day on apps. and it seems unhealthy.",0.085714286,Low
15,Female,Guardian,-0.2125,35,1,9,smartphone,"Over the past few months, as a teacher, i have observed my 15-year-old son online until 3 or 4 am; their grades dropped significantly. recently their teacher informed me about this. and it seems unhealthy.",0.027777778,High
17,Female,Mother,0.05,41,3,3,tablet,It has become clear that he got into arguments and panic attacks when we tried to limit phone time; online use close to 3 hours per day. recently their teacher informed me about this. and this worries me as a parent.,0.071428571,Medium
18,Male,Father,0.108333333,38,0,2,tablet,"It has become clear that uses social apps to chat with classmates, but rarely misses sleep. i'd say around 2 hours per day. we have tried setting limits but it doesn't help. and it is affecting daily life.",0,Low
14,Female,Mother,0.077777778,33,2,2,smartphone,It has become clear that my 14-year-old skips school or is frequently absent because of meeting people from social media. usage around 2 hours per day. and this worries me as a parent.,0.058823529,Low
11,Female,Father,0.033333333,30,0,2,smartphone,"As a parent, I have observed that she cries non-stop if wi-fi is cut; used to be social, now online 2 hours per day. which is impacting behavior and routine.",0,Low
14,Male,Mother,0.072222222,30,1,1,smartphone,It has become clear that takes the phone to school and uses it in classes; i estimate 1 hours per day including school hours. which is becoming a serious concern.,0.032258065,Low
13,Male,Guardian,0.068181818,32,4,2,laptop,"I am worried that the child has become secretive, has new friends only online, and avoids family time  using devices 2 hours per day. and this worries me as a parent.",0.121212121,Low
15,Male,Father,0.066666667,34,1,2,smartphone,"As a parent, I have observed that my 15-year-old daughter refuses to leave her room and has lost weight, spending nearly 2 hours per dayon social platforms. and this worries me as a parent.",0.028571429,Low
18,Female,Guardian,0.138888889,38,0,4,tablet,"As a parent, I have observed that watches short videos before bed but wakes up fine; daily use about 4 hours per day. we have tried setting limits but it doesn't help. which is impacting behavior and routine.",0,Medium
18,Female,Guardian,-0.096666667,38,5,6,tablet,"As a parent, I have observed that started spending money on in-app purchases and ignoring household limits  approximately 6 hours per dayof daily use. this behavior started a few months ago. which is becoming a serious concern.",0.128205128,High
15,Female,Mother,-0.088888889,24,0,2,smartphone,"I am worried that active in sports and uses social media minimally, typically about 2 hours per day. which is impacting behavior and routine.",0,Low
14,Female,Father,0.016666667,26,1,5,smartphone,I am concerned because my 14-year-old uses social media about 5 hours per day(s) after school and seems to manage studies fine. and it seems unhealthy.,0.037037037,Medium
16,Male,Guardian,-0.088888889,30,1,5,laptop,"I am worried that active in sports and uses social media minimally, typically about 5  hours per day. the child hides their screen time. which is impacting behavior and routine.",0.032258065,Medium
12,Female,Father,-0.104166667,32,1,8,smartphone,"Over the past few months, using social apps to meet strangers and lying their age  behavior started after being online for 7-8 hours per day/day. and it is affecting daily life.",0.03030303,High
14,Female,Father,0.045454546,43,4,4,smartphone,"As a parent, I have observed that the child has become secretive, has new friends only online, and avoids family time  using devices about 4 hours per day. recently their teacher informed me about this. and this worries me as a parent.",0.090909091,Medium
15,Female,Mother,0.033333333,32,2,1,smartphone,I am worried that she lies about her screen time and sneaks out to use social apps every evening; i'd estimate 1 hours per day. and this worries me as a parent.,0.060606061,Low
18,Male,Guardian,-0.044444444,26,2,5,laptop,I am worried that plays online with friends but stops for chores and family time; usually 0.5 hours per day. which is becoming a serious concern.,0.074074074,Medium
17,Female,Mother,0.033333333,34,1,2,tablet,"As a parent, I have observed that my teacher reports that their 17-year-old son spends about 2 hours per day on social media and has stopped doing homework. which is impacting behavior and routine.",0.028571429,Low
13,Female,Guardian,0.033333333,32,2,1,laptop,I am concerned because has a daily two-hour limit and respects it most of the time; uses around 1 hours per day. the child hides their screen time. and it seems unhealthy.,0.060606061,Low
17,Female,Mother,-0.0375,40,2,4,smartphone,Lately I have noticed that using social apps to meet strangers and lying about their age  behavior started after being online for 4 hours per day/day. i am worried about the long-term effects. which is becoming a serious concern.,0.048780488,Medium
17,Female,Guardian,0.166666667,28,0,2,smartphone,I am worried that has a daily two-hour limit and respects it most of the time; uses around 2 hours per day. and it is affecting daily life.,0,Low
16,Male,Guardian,-0.4,34,4,6,smartphone,"I am worried that we as a family noticed that my child hides their phone, deletes messages, and withdraws; screen time seems to be around 6 hours per dayevery day. and it seems unhealthy.",0.114285714,High
18,Female,Guardian,-0.2,35,4,9,smartphone,I am worried that started spending money on in-app purchases and ignoring household limits  approximately 9 hours per dayof daily use. i am worried about the long-term effects. which is impacting behavior and routine.,0.111111111,High
12,Male,Guardian,-0.113333333,25,0,1,laptop,"Lately I have noticed that active in sports and uses social media minimally, typically about 1 hours per day. and it is affecting daily life.",0,Low
15,Female,Mother,0.033333333,37,1,2,smartphone,"I am worried that my 15-year-old daughter refuses to leave her room and has lost weight, spending nearly 2 hours per dayon social platforms. recently their teacher informed me about this. and it is affecting daily life.",0.026315789,Low
10,Female,Guardian,-0.104166667,32,1,8,smartphone,"Over the past few months, my parent reports that their 10-year-old daughter spends about 8 hours per day on social media and has stopped doing homework. and it is affecting daily life.",0.03030303,High
14,Male,Guardian,0.066666667,36,3,1,laptop,"I am worried that my 14-year-old daughter refuses to leave her room and has lost weight, spending nearly 1 hours per dayon social platforms. the child hides their screen time. and I feel intervention is needed.",0.081081081,Low
18,Male,Father,0.088888889,32,0,3,smartphone,It has become clear that uses apps mainly for tutorials and study material; about 3 hours per dayeach day. recently their teacher informed me about this. which is impacting behavior and routine.,0,Medium
15,Male,Mother,-0.088888889,41,2,2,tablet,"I am worried that my 15-year-old daughter refuses to leave her room and has lost weight, spending nearly 2 hours per dayon social platforms. they pretend not to be online but we found them streaming at night. and it seems unhealthy.",0.047619048,Low
15,Female,Father,-0.316666667,25,2,9,smartphone,Lately I have noticed that plays online with friends and not  stops for chores and family time; usually  9 hours per day. and it seems unhealthy.,0.076923077,High
10,Female,Father,0.2375,36,1,9,smartphone,"It has become clear that as a parent, i have observed my 10-year-old son online until 3 or 4 am; their grades dropped significantly. the child hides their screen time. which is impacting behavior and routine.",0.027027027,High
14,Male,Guardian,-0.061111111,42,4,2,smartphone,Lately I have noticed that he got into arguments and panic attacks when we tried to limit phone time; online use close to 2 hours per day. we have tried setting limits but it doesn't help. which is becoming a serious concern.,0.093023256,Low
12,Female,Mother,-0.325,38,3,2,smartphone,I am concerned because he becomes very angry and cries for hours when we take the phone away; he's spending 2 hours per day on apps. recently their teacher informed me this. and I feel intervention is needed.,0.076923077,Low
10,Male,Guardian,-0.0375,38,3,5,laptop,Lately I have noticed that my parent reports that their 10-year-old son spends about 5 hours per day on social media and has stopped doing homework. the child hides their screen time. which is becoming a serious concern.,0.076923077,Medium
12,Female,Father,-0.233333333,28,1,1,smartphone,"Over the past few months, plays online with friends but stops for chores and family time; usually 1 hours per day. and this worries me as a parent.",0.034482759,Low
14,Male,Mother,-0.104166667,32,1,1,smartphone,"Over the past few months, using social apps to meet strangers and lying their age  behavior started after being online for 1 hours per day/day. and it is affecting daily life.",0.03030303,Low
12,Male,Guardian,-0.3,24,2,4,laptop,Lately I have noticed that shows withdrawal and aggression when challenged screen time; spends 4 hours per dayonline. and I feel intervention is needed.,0.08,Medium
12,Female,Guardian,-0.163333333,25,1,8,smartphone,"Over the past few months, complains of boredom and uses social media to pass time; only around 8 hours per day. and it seems unhealthy.",0.038461538,High
14,Female,Mother,-0.138888889,39,1,5,tablet,"Over the past few months, using social apps to meet strangers and lying about their age  behavior started after being online for 5 hours per day/day. it has become a concern. and this worries me as a parent.",0.025,Medium
16,Female,Father,0.011111111,30,0,9,tablet,"It has become clear that she cries non-stop if wi-fi is cut; used to be social, now online roughly 9 hours per day. and this worries me as a parent.",0,High
17,Female,Father,-0.11,27,0,8,smartphone,I am concerned because open about screen time and follows rules set by parents; daily average approximately  8 hours per day. and it is affecting daily life.,0,High
10,Male,Guardian,0.033333333,31,2,5,smartphone,I am concerned because my parent reports that their 10-year-old daughter spends about 5 hours per day on social media and has stopped doing homework. and I feel intervention is needed.,0.0625,Medium
18,Female,Guardian,0.058333333,38,0,4,smartphone,It has become clear that rarely eats or sleeps because of continuous social apps and gaming; i think it's about 4 hours per day. this behavior started a few months ago. and this worries me as a parent.,0,Medium
15,Female,Mother,-0.2,36,1,6,laptop,I am worried that takes the phone to school and uses it in classes; i estimate 6 hours per day including school hours. this behavior started a few months ago. and I feel intervention is needed.,0.027027027,High
11,Female,Mother,0.125,25,0,6,smartphone,I am concerned because posts occasionally and keeps healthy offline relationships; daily use close to 6 hours per day. and it is affecting daily life.,0,High
16,Male,Guardian,-0.01875,36,0,1,tablet,"Over the past few months, as a parent, i have observed my 16-year-old son online until 3 or 4 am; their grades dropped significantly. i am worried the long-term effects. and it is affecting daily life.",0,Low
16,Male,Mother,-0.375,40,3,2,tablet,I am concerned because he becomes very angry and cries for hours when we take the phone away. he's spending roughly 2 hours per day on apps. i am worried about the long-term effects. and I feel intervention is needed.,0.073170732,Low
10,Male,Mother,-0.158333333,36,3,9,smartphone,"As a parent, I have observed that he becomes very angry and cries for hours when we take the phone away; he's spending roughly 7-9 hours per day on apps. which is becoming a serious concern.",0.081081081,High
13,Female,Guardian,-0.204166667,26,2,8,smartphone,"Over the past few months, mood swings happen but they are not tied to social media; screen time 8 hours per day. and it seems unhealthy.",0.074074074,High
18,Male,Mother,-0.103333333,31,0,8,laptop,"Over the past few months, they cancel family activities to be online and avoid offline friends; daily social media time roughly 8 hours per day. which is impacting behavior and routine.",0,High
16,Female,Father,-0.1,32,2,1,smartphone,I am worried that shows withdrawal and aggression when challenged about screen time; spends roughly 1 hours per dayonline. i am worried about the long-term effects. and I feel intervention is needed.,0.060606061,Low
13,Male,Guardian,0.004166667,34,1,5,smartphone,"As a parent, I have observed that watches short videos before bed but wakes up fine; daily use about 5 hours per day. i am worried about the long-term effects. and it seems unhealthy.",0.028571429,Medium
11,Male,Mother,0.183333333,42,1,7,smartphone,It has become clear that we as a family noticed that my parent reports that their 11-year-old son spends about 7 hours per day on social media and has stopped doing homework. more frequently than before which is impacting behavior and routine.,0.023255814,High
11,Male,Guardian,-0.143333333,29,0,1,laptop,"Over the past few months, active in sports and uses social media minimally, typically 1 hours per day. it has become a concern. which is impacting behavior and routine.",0,Low
12,Male,Mother,-0.15,33,1,2,tablet,I am concerned because he plays on the weekend and finishes homework during weekdays; screen time 2 hours per dayon average. i am worried the long-term effects. and I feel intervention is needed.,0.029411765,Low
17,Female,Father,-0.103333333,34,2,2,laptop,"Over the past few months, rarely eats or sleeps because of continuous social apps and gaming; i think it's about 2 hours per day. the child hides their screen time. and it seems unhealthy.",0.057142857,Low
17,Male,Father,-0.2125,30,4,2,smartphone,"Over the past few months, started spending money on in-app purchases and ignoring household limits  Approximately 2 hours per dayof daily use. and this worries me as a parent.",0.129032258,Low
12,Male,Mother,0,32,1,8,smartphone,I am worried that shows withdrawal and aggression when challenged screen time; spends 8 hours per dayonline. we have tried setting limits but it doesn't help. and it is affecting daily life.,0.03030303,High
10,Female,Mother,-0.35,37,5,7,smartphone,Lately I have noticed that he got into arguments and panic attacks when we tried to limit phone time; online use close to 7 hours per day. the child hides their screen time. and it seems unhealthy.,0.131578947,High
18,Male,Guardian,-0.033333333,31,0,1,smartphone,It has become clear that she watches a few videos for entertainment but stops when we ask; daily use about 1 hours per day. and this worries me as a parent.,0,Low
16,Female,Father,-0.1375,28,0,8,laptop,I am concerned because open about screen time and follows rules set by parents; daily average approximately 8 hours per day. and this worries me as a parent.,0,High
10,Female,Father,0.1,33,3,5,smartphone,It has become clear that he got into arguments and panic attacks when we tried to limit phone time; online use close to 5 hours per day. which is impacting behavior and routine.,0.088235294,Medium
14,Male,Guardian,-0.078409091,33,5,2,smartphone,"Over the past few months, the child has become secretive, has new friends only online, and avoids family time  using devices about 2 hours per day. and I feel intervention is needed.",0.147058824,Low
13,Male,Father,0.07,37,2,5,laptop,"It has become clear that we as a family noticed that my 13-year-old daughter refuses to leave her room and has lost weight, spending nearly 5 hours per dayon social platforms. which is becoming a serious concern.",0.052631579,Medium
15,Male,Guardian,-0.266666667,42,5,5,smartphone,"As a parent, I have observed that started spending money on in-app purchases and ignoring household limits  approximately 5 hours per dayof daily use. they pretend not to be online but we found them streaming at night. and it seems unhealthy.",0.11627907,Medium
13,Male,Guardian,-0.023333333,37,0,9,tablet,"Over the past few months, rarely eats or sleeps because of continuous social apps and gaming; i think it's about 9 hours per day. i am worried about the long-term effects. and it is affecting daily life.",0,High
14,Male,Mother,0,45,3,5,tablet,I am concerned because he got into arguments and panic attacks when we tried to limit phone time; online use close to 5 hours per day. they pretend not to be online but we found them streaming at night. which is impacting behavior and routine.,0.065217391,Medium
15,Female,Father,-0.1375,33,1,2,smartphone,I am worried that open about screen time and follows rules set by parents; daily average approximately 2 hours per day. the child hides their screen time. which is impacting behavior and routine.,0.029411765,Low
14,Male,Father,0.177777778,27,0,4,smartphone,"As a parent, I have observed that streams occasionally yet keeps good attendance; typically around 4 hours per dayof use. and this worries me as a parent.",0,Medium
15,Female,Guardian,0.0375,32,2,2,smartphone,It has become clear that my 15-year-old uses social media 2 hours per day(s) after school and seems to manage studies fine. the child hides their screen time. and it seems unhealthy.,0.060606061,Low
17,Female,Father,0.375,29,0,4,laptop,"I am concerned because as a parent, i have observed my 17-year-old daughter online until 3 or 4 am; their grades dropped significantly. which is impacting behavior and routine.",0,Medium
18,Male,Father,-0.062727273,39,5,2,smartphone,"Over the past few months, the child has become secretive, has new friends only online, and avoids family time  using devices about 2 hours per day. the child hides their screen time. and it is affecting daily life.",0.125,Low
18,Male,Father,0.077777778,43,2,1,tablet,It has become clear that we as a family noticed that my 18-year-old skips school or is frequently absent because of meeting people from social media. usage around 1 hours per day. it has become a concern. which is impacting behavior and routine.,0.045454545,Low
12,Male,Guardian,-1,48,8,11,tablet,"As a parent, I have observed that he got into arguments and panic attacks when we tried to limit phone time; online use close to 11 hours per day. and this worries me as a parent. Situation is escalating with compulsive checking and loss of control. ",0.166666667,High
13,Female,Father,-1,50,9,12,smartphone,"Lately I have noticed that my 13-year-old daughter refuses to leave her room and has lost weight, spending nearly 12 hours per dayon social platforms. this behavior started a few months ago. and this worries me as a parent. Situation is escalating with isolation from family and responsibilities. ",0.18,High
11,Female,Father,0.066666667,31,2,2,smartphone,I am concerned because my 11-year-old skips school or is frequently absent because of meeting people from social media. usage around 2 hours per day. which is impacting behavior and routine.,0.0625,Low
14,Female,Guardian,0.044444444,37,0,3,laptop,I am concerned because rarely eats or sleeps because of continuous social apps and gaming; i think it's about 3 hours per day. this behavior started a few months ago. and this worries me as a parent.,0,Medium
17,Male,Father,-0.0375,32,2,7,smartphone,Lately I have noticed that my parent reports that their 17-year-old daughter spends about 7 hours per day on social media and has stopped doing homework. which is becoming a serious concern.,0.060606061,High
10,Female,Guardian,-0.1,36,4,10,smartphone,It has become clear that started spending money on in-app purchases and ignoring household limits  approximately 10 hours per dayof daily use. this behavior started a few months ago. and it is affecting daily life.,0.108108108,Medium
10,Female,Mother,0,35,2,6,smartphone,I am concerned because stays up all night messaging strangers and is depressed; daily screen time around 6 hours per day. i am worried about the long-term effects. and this worries me as a parent.,0.055555556,High
15,Female,Guardian,0.133333333,25,1,5,laptop,It has become clear that uses apps mainly for tutorials and study material; about 5 hours per dayeach day. and I feel intervention is needed.,0.038461538,Medium
17,Female,Guardian,-0.122222222,36,1,2,tablet,"Lately I have noticed that she cries non-stop if wi-fi is cut; used to be social, now online roughly 2 hours per day. the child hides their screen time. and this worries me as a parent.",0.027027027,Low
11,Female,Mother,0.1,36,3,5,laptop,"It has become clear that my child hides their phone, deletes messages, and withdraws; screen time seems to be around 5 hours per dayevery day. it has become a concern. which is impacting behavior and routine.",0.081081081,Medium
18,Male,Mother,-0.029166667,37,1,8,smartphone,"Over the past few months, rarely eats or sleeps because of continuous social apps and gaming; i think it's about 8 hours per day. the child hides their screen time. and this worries me as a parent.",0.026315789,High
10,Female,Father,-0.25,26,2,4,smartphone,I am worried that plays online with friends but stops for chores and family time; usually 4 hours per day. and I feel intervention is needed.,0.074074074,Medium
16,Male,Guardian,0.191666667,46,0,7,smartphone,It has become clear that my 16-year-old uses social media about 7 hours per day(s) after school and seems to manage studies fine. they pretend not to be online but we found them streaming at night. more frequently than before and it is affecting daily life.,0,High
10,Female,Guardian,0.05,27,1,7,smartphone,It has become clear that has a daily two-hour limit and respects it most of the time; uses around 7 hours per day. and it seems unhealthy.,0.035714286,High
18,Female,Father,0.066666667,38,3,1,laptop,I am concerned because my 18-year-old skips school or is frequently absent because of meeting people from social media. usage around 1 hours per day. the child hides their screen time. and this worries me as a parent.,0.076923077,Low
15,Male,Guardian,0.375,42,1,1,smartphone,"I am worried that as a teacher, i have observed my 15-year-old son online until 3 or 4 am; their grades dropped significantly. they pretend not to be online but we found them streaming at night. and I feel intervention is needed.",0.023255814,Low
16,Male,Guardian,0.09,35,1,8,smartphone,"I am worried that uses social apps to chat with classmates, but rarely misses sleep. i'd say around 8 hours per day. recently their teacher informed me about this. which is becoming a serious concern.",0.027777778,High
16,Male,Mother,0,37,0,4,laptop,"Over the past few months, my 16-year-old uses social media about 4 hours per day(s) after school and seems to manage studies fine. recently their teacher informed me about this. and this worries me as a parent.",0,Medium
16,Male,Mother,0,33,4,5,smartphone,I am worried that stays up all night messaging strangers and is depressed; daily screen time around 5 hours per day. the child hides their screen time. and I feel intervention is needed.,0.117647059,Medium
12,Female,Guardian,-0.054545455,39,4,6,tablet,"Lately I have noticed that the child has become secretive, has new friends only online, and avoids family time  using devices 6 hours per day. i am worried the long-term effects. and this worries me as a parent.",0.1,High
17,Male,Father,-0.142727273,40,5,5,tablet,"Over the past few months, the child has become secretive, has new friends only online, and avoids family time  using devices about 5 hours per day. we have tried setting limits but it doesn't help. and it seems unhealthy.",0.12195122,Medium
16,Male,Guardian,-0.283333333,28,3,8,smartphone,"Over the past few months, shows withdrawal and aggression when challenged screen time; spends 8 hours per dayonline. the child hides their screen time. and it seems unhealthy.",0.103448276,High
13,Male,Father,1,43,0,2,smartphone,I am concerned because uses apps mainly for tutorials and study material; about 2 hours per dayeach day. we have tried setting limits but it doesn't help. which is impacting behavior and routine. Child is now responding well to screen-time limits. ,0,Low
11,Male,Mother,-0.183333333,31,2,2,smartphone,"I am worried that follows hobby pages and maintains a balanced routine, using social media about 2 hours per dayeach day. the child hides their screen time. and it seems unhealthy.",0.0625,Low
13,Female,Father,-0.2125,24,1,1,laptop,I am concerned because sometimes stays up late but recovers the next day; average use about 2  hours per day. and it seems unhealthy.,0.04,Low
10,Male,Mother,0,45,3,9,smartphone,"As a parent, I have observed that he got into arguments and panic attacks when we tried to limit phone time; online use close to 9 hours per day. we have tried setting limits but it doesn't help. and this worries me as a parent.",0.065217391,High
17,Male,Guardian,-0.133333333,34,0,5,tablet,Lately I have noticed that uses social media to coordinate group study sessions and is polite online; estimated 5 hours per day. i am worried the long-term effects. which is impacting behavior and routine.,0,Medium
10,Male,Father,-0.3125,41,2,1,tablet,Lately I have noticed that he becomes very angry and cries for hours when we take the phone away; he's spending roughly 1 hours per day on apps. this behavior started a few months ago. which is impacting behavior and routine.,0.047619048,Low
13,Male,Mother,-0.15,29,2,2,smartphone,"Over the past few months, stays up all night messaging strangers and is depressed; daily screen time around 2 hours per day. and this worries me as a parent.",0.066666667,Low
15,Female,Father,-0.088888889,33,1,6,smartphone,Lately I have noticed that using social apps to meet strangers and lying about their age  behavior started after being online for 6 hours per day/day. and it is affecting daily life.,0.029411765,High
14,Male,Guardian,0.15,33,0,2,laptop,It has become clear that posts occasionally and keeps healthy offline relationships; daily use close to 2 hours per day. i am worried about the long-term effects. which is impacting behavior and routine.,0,Low
15,Female,Guardian,0,23,1,2,smartphone,I am worried that shows withdrawal and aggression when challenged screen time; spends 2 hours per dayonline. and it is affecting daily life.,0.041666667,Low
18,Male,Mother,0.016666667,26,1,1,smartphone,I am worried that my 18-year-old uses social media about 1 hours per day(s) after school and seems to manage studies fine. and it seems unhealthy.,0.037037037,Low
14,Male,Father,0.3,27,1,1,smartphone,I am worried that shows withdrawal and aggression when challenged screen time; spends 1 hours per dayonline. more frequently than before which is impacting behavior and routine.,0.035714286,Low
11,Male,Mother,0.033333333,39,2,1,laptop,I am worried that she lies about her screen time and sneaks out to use social apps every evening; i'd estimate 1 hours per day. i am worried about the long-term effects. and this worries me as a parent.,0.05,Low
11,Male,Guardian,0.066666667,33,3,2,tablet,I am concerned because my 11-year-old skips school or is frequently absent because of meeting people from social media. usage around 2 hours per day. more frequently than before and it seems unhealthy.,0.088235294,Low
13,Male,Guardian,-0.138888889,42,2,5,laptop,"Over the past few months, mood swings happen but they are not tied to social media; screen time about 5 hours per day. they pretend not to be online but we found them streaming at night. and I feel intervention is needed.",0.046511628,Medium
11,Male,Father,-0.083333333,42,1,2,smartphone,"As a parent, I have observed that using social apps to meet strangers and lying their age  behavior started after being online for 2 hours per day/day. this behavior started a few months ago. and this worries me as a parent.",0.023255814,Low
15,Female,Father,0.058333333,38,1,2,smartphone,I am worried that takes the phone to school and uses it in classes; i estimate 2 hours per day including school hours. we have tried setting limits but it doesn't help. which is becoming a serious concern.,0.025641026,Low
11,Male,Guardian,0.008333333,31,1,3,smartphone,It has become clear that they cancel family activities to be online and avoid offline friends; daily social media time roughly 3 hours per day. and I feel intervention is needed.,0.03125,Medium
14,Male,Guardian,0.033333333,35,0,5,smartphone,It has become clear that borrowed money for subscriptions and cannot stop  usage continues for about 5 hours per dayevery day. recently their teacher informed me about this. and it is affecting daily life.,0,Medium
17,Female,Guardian,0.030555556,38,1,5,laptop,"Over the past few months, follows hobby pages and maintains a balanced routine, using social media about 5 hours per dayeach day. the child hides their screen time. more frequently than before and it is affecting daily life.",0.025641026,Medium
13,Female,Guardian,0.095833333,25,1,2,smartphone,It has become clear that uses apps mainly for tutorials and study material; about 2 hours per dayeach day. which is becoming a serious concern.,0.038461538,Low
11,Female,Guardian,-0.25,23,2,2,smartphone,I am worried that shows withdrawal and aggression when challenged about screen time; spends roughly 2 hours per dayonline. and it seems unhealthy.,0.083333333,Low
13,Male,Father,-0.3,38,0,8,laptop,Lately I have noticed that borrowed money for subscriptions and cannot stop  usage continues for about 8 hours per dayevery day. we have tried setting limits but it doesn't help. and this worries me as a parent.,0,High
10,Female,Mother,-0.104166667,27,1,1,smartphone,"Over the past few months, complains of boredom and uses social media to pass time; only around 1 hours per day. and I feel intervention is needed.",0.035714286,Low
16,Male,Guardian,0.016666667,29,1,2,tablet,"As a parent, I have observed that my 16-year-old uses social media about 2 hours per day(s) after school and seems to manage studies fine. and it seems unhealthy.",0.033333333,Low
18,Male,Mother,0,30,0,4,smartphone,"As a parent, I have observed that borrowed money for subscriptions and cannot stop  usage continues for about 4 hours per dayevery day. which is impacting behavior and routine.",0,Medium
17,Female,Guardian,0.038888889,32,1,2,smartphone,Lately I have noticed that watches short videos before bed but wakes up fine; daily use 2 hours per day. i am worried the long-term effects. which is becoming a serious concern.,0.03030303,Low
10,Female,Mother,0.016666667,41,1,1,smartphone,I am worried that mood swings happen but they are not tied to social media; screen time about 1 hours per day. they pretend not to be online but we found them streaming at night. and it is affecting daily life.,0.023809524,Low
16,Male,Father,0.011111111,34,0,4,smartphone,I am worried that uses social media to coordinate group study sessions and is polite online; estimated 4 hours per day. recently their teacher informed me about this. and it is affecting daily life.,0,Medium
12,Male,Father,-0.066666667,35,2,7,laptop,"As a parent, I have observed that sometimes stays up late but recovers the next day; average use about 7 hours per day. the child hides their screen time. which is becoming a serious concern.",0.055555556,High
15,Male,Father,-0.083333333,34,1,8,smartphone,"I am concerned because she cries non-stop if wi-fi is cut; used to be social, now online 8 hours per day. this behavior started a few months ago. and I feel intervention is needed.",0.028571429,High
10,Female,Mother,0.211111111,37,1,2,smartphone,I am concerned because using social apps to meet strangers and lying about their age  behavior started after being online for 2 hours per day/day. more frequently than before and this worries me as a parent.,0.026315789,Low
13,Male,Guardian,-0.283333333,39,3,4,laptop,I am concerned because posts and takes part in dangerous online challenges and then got reprimanded at school; they use social media about 4 hours per day. the child hides their screen time. and I feel intervention is needed.,0.075,Medium
14,Male,Mother,-0.183333333,33,2,9,smartphone,"As a parent, I have observed that using social apps to meet strangers and lying about their age  behavior started after being online for 9 hours per day/day. and it seems unhealthy.",0.058823529,High
13,Male,Mother,0.016666667,46,2,5,tablet,"As a parent, I have observed that she lies her screen time and sneaks out to use social apps every evening; i'd estimate 5 hours per day. they pretend not to be online but we found them streaming at night. and it is affecting daily life.",0.042553191,Medium
11,Male,Mother,-0.041666667,31,1,8,tablet,"Lately I have noticed that my 11-year-old daughter refuses to leave her room and has lost weight, spending nearly 8 hours per dayon social platforms. and it is affecting daily life.",0.03125,High
18,Male,Father,0.016666667,41,1,2,smartphone,"As a parent, I have observed that my teacher reports that their 18-year-old son spends about 2 hours per day on social media and has stopped doing homework. recently their teacher informed me about this. which is impacting behavior and routine.",0.023809524,Low
17,Male,Father,-0.4,36,1,2,smartphone,I am concerned because takes the phone to school and uses it in classes; i estimate 2 hours per day including school hours. we have tried setting limits but it doesn't help. and it seems unhealthy.,0.027027027,Low
11,Female,Guardian,0.088888889,25,0,2,smartphone,It has become clear that uses apps mainly for tutorials and study material; about 2 hours per dayeach day. and it is affecting daily life.,0,Low
17,Female,Guardian,0.0375,42,0,2,laptop,Lately I have noticed that my 17-year-old uses social media about 2 hours per day(s) after school and seems to manage studies fine. they pretend not to be online but we found them streaming at night. and it is affecting daily life.,0,Low
18,Male,Guardian,-0.0375,27,1,7,smartphone,"Lately I have noticed that follows hobby pages and maintains a balanced routine, using social media 7 hours per dayeach day. which is becoming a serious concern.",0.035714286,High
14,Male,Father,0.106666667,39,1,8,tablet,"It has become clear that follows hobby pages and maintains a balanced routine, using social media about 8 hours per dayeach day. this behavior started a few months ago. more frequently than before and I feel intervention is needed.",0.025,High
15,Male,Guardian,-0.163333333,25,1,3,tablet,Lately I have noticed that chats with relatives and uses social media responsibly; average daily use around 3 hours per day. and it seems unhealthy.,0.038461538,Medium
16,Male,Father,-0.054545455,32,4,1,smartphone,"Lately I have noticed that the child has become secretive, has new friends only online, and avoids family time  using devices 1 hours per day. which is impacting behavior and routine.",0.121212121,Low
18,Male,Guardian,-0.063333333,32,2,8,smartphone,"Over the past few months, my 18-year-old skips school or is frequently absent because of meeting people from social media. usage around 8 hours per day. and it is affecting daily life.",0.060606061,High
17,Male,Father,-0.058333333,37,1,2,laptop,"Over the past few months, posts occasionally and keeps healthy offline relationships; daily use close to 2 hours per day. they pretend not to be online but we found them streaming at night. and it seems unhealthy.",0.026315789,Low
18,Female,Guardian,0,30,1,4,smartphone,"As a parent, I have observed that borrowed money for subscriptions and cannot stop , usage continues for about 4 hours per dayevery day. and I feel intervention is needed.",0.032258065,Medium
10,Female,Father,-0.070833333,26,2,7,smartphone,Lately I have noticed that shows withdrawal and aggression when challenged about screen time; spends roughly 7 hours per dayonline. which is becoming a serious concern.,0.074074074,High
